index_chapter,href,title,time_update,status
1,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-1,Chương 01: Long Cực hào,8 tháng trước,1
2,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-2,Chương 02: Cửu Anh,8 tháng trước,1
3,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-3,Chương 03: Phật Tổ Xá Lợi,8 tháng trước,1
4,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-4,Chương 03:,8 tháng trước,1
5,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-5,Chương 04: Kim Ô cùng Hắc Giao,8 tháng trước,1
6,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-6,Chương 05: Tân nương,8 tháng trước,1
7,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-7,Chương 05:,8 tháng trước,1
8,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-8,Chương 06: Trụy vi,8 tháng trước,1
9,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-9,Chương 07: Ngọc Hư hô hấp pháp,8 tháng trước,1
10,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-10,Chương 08: Siêu phàm thành tựu,8 tháng trước,1
11,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-11,Chương 09: Trên thuyền quỷ nghe,8 tháng trước,1
12,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-12,Chương 10: Chín tầng hạm lâu phía dưới,8 tháng trước,1
13,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-13,"Chương 11: U vân tản ra, Quỷ Hoang thế giới",8 tháng trước,1
14,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-14,Chương 12: Xích Huyện cổ đạo,8 tháng trước,1
15,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-15,Chương 13: Hồng y tiên nga,8 tháng trước,1
16,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-16,Chương 14: Náo động,8 tháng trước,1
17,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-17,Chương 15: Xách s·ú·n·g,8 tháng trước,1
18,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-18,Chương 16: Các ngươi không phải muốn tìm ta sao,8 tháng trước,1
19,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-19,"Chương 17: G·i·ế·t chóc, hay là khống chế g·i·ế·t chóc",8 tháng trước,1
20,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-20,Chương 18: Lôi điện cùng hóa giao,8 tháng trước,1
21,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-21,Chương 19: Kết thúc,8 tháng trước,1
22,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-22,Chương 20: Hận ý khó bình,8 tháng trước,1
23,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-23,Chương 21: Hạm vĩ chi bí,8 tháng trước,1
24,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-24,Chương 21:,8 tháng trước,1
25,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-25,Chương 22: Vũ tiên tử,8 tháng trước,1
26,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-26,Chương 23: Phù Tang Thần Thụ,8 tháng trước,1
27,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-27,Chương 24: Xiển Môn mười hai tán thủ,8 tháng trước,1
28,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-28,Chương 25: Ác Đà Linh cùng hộ đạo thê,8 tháng trước,1
29,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-29,Chương 26: Xuống thuyền,8 tháng trước,1
30,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-30,Chương 27: Lên bờ,8 tháng trước,1
31,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-31,Chương 28: Ánh bình minh vạn dặm,8 tháng trước,1
32,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-32,Chương 29: Táng Tiên trấn,8 tháng trước,1
33,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-33,Chương 30: Nghênh chiến tam tuyền,8 tháng trước,1
34,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-34,Chương 31: Nghỉ đêm Diêu Quan,8 tháng trước,1
35,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-35,Chương 32: Mở đệ tam tuyền,8 tháng trước,1
36,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-36,Chương 33: Như thế nào Thuần Tiên,8 tháng trước,1
37,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-37,Chương 34: Cửu Tuyền Cương Yếu,8 tháng trước,1
38,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-38,Chương 35: Táng Tiên khách ban đêm,8 tháng trước,1
39,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-39,Chương 36: Lê Lăng,8 tháng trước,1
40,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-40,Chương 37: Linh Bảo Kiếp Nã,8 tháng trước,1
41,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-41,Chương 38: Tiên Pháp Tinh Thần,8 tháng trước,1
42,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-42,Chương 39: Thiền Hải Quan Vụ lựa chọn,8 tháng trước,1
43,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-43,Chương 40: Thanh đồng thuyền hạm chủ nhân ý chỉ,8 tháng trước,1
44,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-44,Chương 40:,8 tháng trước,1
45,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-45,Chương 41: Tứ tuyền,8 tháng trước,1
46,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-46,Chương 41:,8 tháng trước,1
47,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-47,Chương 42: Một kiếm mất mạng,8 tháng trước,1
48,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-48,Chương 43: Tàu chở khách lần này đi Cửu Lê thành,8 tháng trước,1
49,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-49,Chương 44: Thiếu tiền,8 tháng trước,1
50,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-50,Chương 45: Dương gia tỷ đệ,8 tháng trước,1
51,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-51,Chương 46: Trường Lâm khách đến thăm,8 tháng trước,1
52,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-52,Chương 47: Người quá giới c·h·ế·t,8 tháng trước,1
53,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-53,Chương 48: Ngự Trùng sĩ,8 tháng trước,1
54,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-54,Chương 49: Ngũ Hải cảnh?,8 tháng trước,1
55,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-55,Chương 50: Đàm phán,8 tháng trước,1
56,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-56,Chương 51: Gặp lại Thái Vũ Đồng cùng Cao Hoan,8 tháng trước,1
57,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-57,Chương 52: Thương Lê giáp thủ,8 tháng trước,1
58,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-58,Chương 53: Truyền thừa giả cùng thần ẩn nhân,8 tháng trước,1
59,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-59,Chương 54: Top 100 võ giả,8 tháng trước,1
60,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-60,Chương 55: Thiên Đạo pháp hợp,8 tháng trước,1
61,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-61,Chương 56: Nhân Đạo,7 tháng trước,1
62,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-62,Chương 57: A Di Đà Phật,7 tháng trước,1
63,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-63,Chương 58: Toàn thành đều là kẻ g·i·ế·t người,7 tháng trước,1
64,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-64,Chương 59: Một châm Đàn Trung,7 tháng trước,1
65,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-65,Chương 60: Bốn phần Lê Châu,7 tháng trước,1
66,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-66,Chương 61: Từ Hàng Khai Quang,7 tháng trước,1
67,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-67,Chương 62: Duy nhất sinh cơ,7 tháng trước,1
68,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-68,Chương 63: Long tranh hổ đấu,7 tháng trước,1
69,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-69,Chương 64: Thiếu Dương tinh,7 tháng trước,1
70,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-70,Chương 65: Nhân quả,7 tháng trước,1
71,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-71,Chương 66: Cửu Lê chi thần,7 tháng trước,1
72,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-72,Chương 67: Thương Vương mộ,7 tháng trước,1
73,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-73,Chương 68: Phương trượng đạo đài,7 tháng trước,1
74,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-74,Chương 69: Trùng sát Mộ Dung Tiểu,7 tháng trước,1
75,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-75,Chương 70: Diêu Quan phồn hoa,7 tháng trước,1
76,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-76,Chương 71: Tứ đại Thiên Vạn Môn Đình,7 tháng trước,1
77,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-77,Chương 72: Đến từ Côn Luân dị giới quan tài,7 tháng trước,1
78,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-78,Chương 73: Thập Thực Pháp Vương,7 tháng trước,1
79,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-79,Chương 74: Kiếm trảm Tiết Chính,7 tháng trước,1
80,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-80,Chương 75: Dòng suối róc rách,7 tháng trước,1
81,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-81,Chương 76: Ẩn nhị thập tứ,7 tháng trước,1
82,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-82,Chương 77: Ẩn cửu,7 tháng trước,1
83,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-83,Chương 78: Niệm lực đột phá,7 tháng trước,1
84,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-84,Chương 79: Thất tuyền thí luyện địa,7 tháng trước,1
85,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-85,Chương 80: Bốn cánh Chu vương,7 tháng trước,1
86,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-86,Chương 81: Thập tuyền truyền thuyết,7 tháng trước,1
87,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-87,Chương 82: Nghiêu Âm tập sát,7 tháng trước,1
88,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-88,Chương 83: Thân phận bại lộ,7 tháng trước,1
89,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-89,"Chương 84: Bại Ẩn cửu, quyết đấu Dương Thần Cảnh",7 tháng trước,1
90,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-90,Chương 85: Dẫn xuất sự,7 tháng trước,1
91,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-91,Chương 86: Quan Hải Các,7 tháng trước,1
92,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-92,Chương 87: Hoạn quan đưa hàng,7 tháng trước,1
93,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-93,Chương 88: Trảm Ngũ Hải,7 tháng trước,1
94,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-94,Chương 89: Lại trảm Ngũ Hải Cảnh,7 tháng trước,1
95,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-95,"Chương 90: Pháp Vương, đừng quên ngươi nói ban thưởng",7 tháng trước,1
96,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-96,"Chương 91: Ba mươi dặm tuyết, hai trăm dặm kiếm",7 tháng trước,1
97,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-97,Chương 92: Một phong thư rung động,7 tháng trước,1
98,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-98,Chương 93: Ẩn tổ,7 tháng trước,1
99,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-99,Chương 94: Liên tiếp đột phá,7 tháng trước,1
100,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-100,Chương 95: Hai tháng sau,7 tháng trước,1
101,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-101,Chương 96: Nhện động dị biến,7 tháng trước,1
102,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-102,Chương 97: Hôi tẫn địa vực,7 tháng trước,1
103,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-103,Chương 98: Yên Châu Mục,7 tháng trước,1
104,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-104,Chương 99: Bái kiến thiên tử,7 tháng trước,1
105,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-105,"Chương 100: Phá cảnh cửu tuyền, tiến về Táng Tiên",7 tháng trước,1
106,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-106,Chương 101: Tổ Điền lưỡng phương,7 tháng trước,1
107,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-107,"Chương 102: Chí dương chi hoa, ta thay ngươi hái",7 tháng trước,1
108,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-108,Chương 103: Pháp Đạo Hỏa Viên,7 tháng trước,1
109,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-109,Chương 104: Nho gia lão giả,7 tháng trước,1
110,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-110,Chương 105: Một đao,7 tháng trước,1
111,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-111,"Chương 106: Loan Đài Thiên Sử, Khương Ninh",7 tháng trước,1
112,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-112,"Chương 107: G·i·ế·t Thương Lê, mưu tuyệt tự",7 tháng trước,1
113,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-113,Chương 108: Xích địa,7 tháng trước,1
114,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-114,Chương 109: Trảm Yêu Vương Lục Thế Tôn,7 tháng trước,1
115,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-115,"Chương 110: G·i·ế·t Ngũ Hải, tru cửu tuyền",7 tháng trước,1
116,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-116,Chương 111: Không thể nào làm được sự tình,7 tháng trước,1
117,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-117,"Chương 112: Hấp thu tiên hà, Thần Khuyết sơ hiện",7 tháng trước,1
118,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-118,Chương 113: Cái kia nam nhân trở về,7 tháng trước,1
119,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-119,Chương 114: Một trăm linh bảy mạch,7 tháng trước,1
120,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-120,Chương 115: Mua mệnh sinh ý,6 tháng trước,1
121,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-121,Chương 116: Không cách nào đến cổ trấn,6 tháng trước,1
122,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-122,"Chương 117: Thập tuyền mở, Thần Khuyết ảo diệu",6 tháng trước,1
123,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-123,Chương 118: Lê Lăng cường giả khí tràng,6 tháng trước,1
124,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-124,Chương 119: Tả Khâu Đình,6 tháng trước,1
125,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-125,Chương 120: Truyện thừa giả đẳng cấp quyết đấu,6 tháng trước,1
126,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-126,Chương 121: Thánh đế cùng Pháp Vương,6 tháng trước,1
127,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-127,Chương 122: Khương Ninh cùng Tả Khâu Đình,6 tháng trước,1
128,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-129,Chương 123: Tam Thập Tam Lý Sơn hạ,6 tháng trước,1
129,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-130,"Chương 124: Thiên Thông Nhãn, Tả Khưu bí thuật?",6 tháng trước,1
130,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-131,Chương 125: Cự thủ nhân ảnh,6 tháng trước,1
131,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-132,Chương 126: Kim tuyền cùng tiên nhưỡng,6 tháng trước,1
132,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-133,Chương 127: Thượng Chí cái c·h·ế·t,6 tháng trước,1
133,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-134,Chương 128: Gặp lại Táng Tiên Trấn thệ linh trấn dân,6 tháng trước,1
134,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-135,Chương 129: Hộ Đạo Thê mở miệng,6 tháng trước,1
135,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-136,Chương 130: Doanh Châu gặp Hiên Viên,6 tháng trước,1
136,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-137,Chương 131: Đánh g·i·ế·t trong chớp mắt,6 tháng trước,1
137,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-138,Chương 132: Khí hải thập phương,6 tháng trước,1
138,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-139,Chương 133: Ẩn quân tới,6 tháng trước,1
139,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-140,Chương 134: Xuống núi,6 tháng trước,1
140,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-141,"Chương 135: Ẩn nhị, Ẩn thập tam",6 tháng trước,1
141,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-142,Chương 136: Truy bắt Thạch Lục D·ụ·c,6 tháng trước,1
142,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-143,Chương 137: Địa Lang Vương Quân đại lão gia,6 tháng trước,1
143,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-144,Chương 138: Xúi giục,6 tháng trước,1
144,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-145,Chương 139: Tiềm Long Đăng Hội,6 tháng trước,1
145,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-146,Chương 140: Thương Lê vảy ngược,6 tháng trước,1
146,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-147,Chương 141: Thiền Hải Quan Vụ ngả bài,6 tháng trước,1
147,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-148,Chương 142: G·i·ế·t ra khỏi trùng vây,6 tháng trước,1
148,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-149,Chương 143: Long sơn sơn mạch chỗ sâu,6 tháng trước,1
149,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-150,Chương 144: Vong Giả U Cảnh gặp Khương Ninh,6 tháng trước,1
150,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-151,Chương 145: Vụ thiên tử (hai hợp một 6000 chữ),6 tháng trước,1
151,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-152,Chương 146: Kim Kiếm phù cùng chiến pháp ý niệm,6 tháng trước,1
152,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-153,Chương 147: Cửu Lê chi thần trà trộn vào tới,6 tháng trước,1
153,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-154,Chương 148: Lại gặp tẫn linh,6 tháng trước,1
154,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-155,Chương 149: Chi Châu gặp nhau,6 tháng trước,1
155,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-156,Chương 150: Dạ Hoàng thiềm độc,6 tháng trước,1
156,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-157,"Chương 151: Đại niệm sư, Hi Hòa Hoa",6 tháng trước,1
157,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-158,Chương 152: Vũ Văn tướng quân,6 tháng trước,1
158,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-159,Chương 153: Liều thắng,6 tháng trước,1
159,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-160,Chương 154: Ly biệt,6 tháng trước,1
160,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-161,Chương 155: Ngũ Hải đệ nhị cảnh,6 tháng trước,1
161,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-162,Chương 156: Thiên Các vân khuyết,6 tháng trước,1
162,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-163,"Chương 157: Chỉ Qua Kiếm, Trần Văn Vũ",6 tháng trước,1
163,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-164,Chương 158: Truy tung,6 tháng trước,1
164,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-165,Chương 159: Ấu Tôn,6 tháng trước,1
165,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-166,"Chương 160: Ẩn cửu, Ẩn thập, Ẩn thập nhất",6 tháng trước,1
166,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-167,Chương 161: Di thiên đại họa,6 tháng trước,1
167,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-168,Chương 162: Năm vạn cân,6 tháng trước,1
168,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-169,Chương 163: Loan Sinh Lân Ấu,6 tháng trước,1
169,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-170,Chương 164: Xuất hải,6 tháng trước,1
170,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-171,Chương 165: Thiếu niên châu mục Lý Duy Nhất,6 tháng trước,1
171,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-172,"Chương 166: Thiên Nhất Môn, Hoắc Càn Khôn",6 tháng trước,1
172,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-173,Chương 167: Kỳ đại nhân,6 tháng trước,1
173,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-175,Chương 168: Ngân thương chiếu Bạch Hổ,6 tháng trước,1
174,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-176,Chương 169: Giải độc,6 tháng trước,1
175,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-177,Chương 170: Thuyền đánh cá nửa tháng,6 tháng trước,1
176,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-178,Chương 171: Nhục thân tam bộ,5 tháng trước,1
177,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-179,Chương 172: Khâu Châu Tiên Lâm,5 tháng trước,1
178,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-180,Chương 173: Ẩn nhân tụ hội,5 tháng trước,1
179,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-181,Chương 174: Đây không phải một trận thịnh hội,5 tháng trước,1
180,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-182,Chương 175: Kế hoạch,5 tháng trước,1
181,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-183,Chương 176: Duy Nhất tiểu hội,5 tháng trước,1
182,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-184,Chương 177: Ngươi không làm Thần ẩn nhân người nào làm,5 tháng trước,1
183,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-185,"Chương 178: Một giáp yết bảng, Nam Cảnh mười người",5 tháng trước,1
184,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-186,Chương 179: Minh nguyệt thất tinh các,5 tháng trước,1
185,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-187,Chương 180: Tam tiên tề tụ,5 tháng trước,1
186,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-188,Chương 181: Tuy Tông quẫn cảnh,5 tháng trước,1
187,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-189,Chương 182: Kinh hồn chi biến,5 tháng trước,1
188,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-190,Chương 183: Chu Hoàn cái c·h·ế·t,5 tháng trước,1
189,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-191,Chương 184: Đối thủ chân chính,5 tháng trước,1
190,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-192,Chương 185: Thập dạ triền miên,5 tháng trước,1
191,https://qidian-vp.com/truyen/nguyen-thuy-phap-tac/chuong-193,Chương 186: Toàn lực ứng phó,5 tháng trước,1
